run_number,average_bic,bic_control,bic_cocaine,overall_accuracy,model_specification,model_summary,version,instructions_used,weight_fairness_recovery,bias_generosity_recovery,w_fair_recovery,bias_recovery,fairness_weight_recovery,selfish_default_recovery,sensitivity_recovery,generosity_bias_recovery,sigma_noise_recovery,alpha_prop_recovery,beta_self_recovery,gamma_0_recovery,fairness_coef_recovery,intercept_recovery,theta_fair_recovery,theta_equal_recovery,theta_selfish_recovery,base_generosity_recovery,weight_egalitarian_recovery,alpha_recovery,weight_equity_recovery,noise_sd_recovery,alpha_fairness_weight_recovery,beta_generosity_offset_recovery,weight_fair_recovery,bias_opponent_recovery,gamma_recovery,psi_recovery,lambda_param_recovery,weight_contrib_recovery
5,482.4975816767386,473.50338813102485,490.5349461218445,,"proportional_fairness = (token_opp / (token_self + token_opp)) * 100

predicted_proposed_perc = fairness_weight * proportional_fairness + (1 - fairness_weight) * 50 + generosity_bias + Normal(0, sigma_noise)","A low-parameter, interpretable model predicting proposer offers as a weighted sum of contribution-proportional fairness and equal split, adjusted by a participant-specific generosity bias and additive Gaussian noise to account for trial variability. The fairness_weight parameter mediates the influence of proportional versus equal splitting. This model directly predicts the proportion of the pot offered to the opponent.",v0,"Be VERY considerate of high covariance between learnable parameters as the model. Have an appropriate number or learnable parameters, with a slight bias for less learnable paramters.

First, reason step by step about:
* The key psychological mechanisms involved
* How these mechanisms interact
* What mathematical form could capture these interactions
* What parameters would be needed to calibrate the model
* How the model variables map to observable behavior",,,,,0.030237143295114198,,,0.35082611655890533,-0.21841612356300316,,,,,,,,,,,,,,,,,,,,,
16,529.013955134614,525.0330442973177,532.4866645884256,,"proposed_perc_pred = fairness_weight * (100 * token_opp / (token_opp + token_self)) + generosity_bias + Normal(0, noise_sd)","A contribution-weighted fairness model: the proposer’s offer to the opponent is predicted as a weighted sum of the “fair” (contribution-proportional) percentage, shifted by a generosity/stinginess bias, plus normally-distributed trialwise noise. Fairness weighting and additive generosity bias are both learnable subject to broad bounds, promoting good parameter recoverability and interpretability.",v0,"Be VERY considerate of high covariance between learnable parameters as the model. Have an appropriate number or learnable parameters, with a slight bias for less learnable paramters.

First, reason step by step about:
* The key psychological mechanisms involved
* How these mechanisms interact
* What mathematical form could capture these interactions
* What parameters would be needed to calibrate the model
* How the model variables map to observable behavior",,,,,0.29676526690069116,,,0.23512463346367124,,,,,,,,,,,,,,0.054527344239132816,,,,,,,,
1,,,,,predicted_proposed_perc = weight_fairness * (token_opp / (token_self + token_opp) * 100) + bias_generosity,"A model predicting proposer behavior as a weighted combination of the fairness norm (giving the opponent a share proportional to their relative contribution) and an overall generosity/stinginess bias. Only two learnable parameters calibrate how closely the participant follows fairness norms and how generous or selfish they are overall, ensuring parameter recovery and interpretability.",v0,"Be VERY considerate of high covariance between learnable parameters as the model. Have an appropriate number or learnable parameters, with a slight bias for less learnable paramters.

First, reason step by step about:
* The key psychological mechanisms involved
* How these mechanisms interact
* What mathematical form could capture these interactions
* What parameters would be needed to calibrate the model
* How the model variables map to observable behavior",0.9999999999998421,0.9999999999999155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,proposed_perc = w_fair * (100 * token_opp / (token_self + token_opp)) + bias,"A two-parameter linear model predicts proposer behavior as a weighted combination of the fair offer (based on relative contribution) and an individual bias reflecting generosity or selfishness. The fairness weight modulates sensitivity to contribution-based norms, while the bias shifts all offers up or down. The model uses only the trial-by-trial contributions and does not directly account for strategic or risk-related considerations, maximizing parameter interpretability and recoverability.",v0,"Be VERY considerate of high covariance between learnable parameters as the model. Have an appropriate number or learnable parameters, with a slight bias for less learnable paramters.

First, reason step by step about:
* The key psychological mechanisms involved
* How these mechanisms interact
* What mathematical form could capture these interactions
* What parameters would be needed to calibrate the model
* How the model variables map to observable behavior",,,0.9999999999999016,0.9999999999995557,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,proposed_perc = bias + fairness_coef * (token_opp / (token_self + token_opp)) * 100,"This model predicts proposer behavior as a weighted sum of the opponent's deserved share (relative contribution, scaled to percent) and a baseline proposer bias. The fairness coefficient determines adherence to proportional fairness, while the bias parameter captures systematic generosity or stinginess. The model is simple, interpretable, and ensures parameter identifiability through non-overlapping psychological constructs and finite parameter bounds.",v0,"Be VERY considerate of high covariance between learnable parameters as the model. Have an appropriate number or learnable parameters, with a slight bias for less learnable paramters.

First, reason step by step about:
* The key psychological mechanisms involved
* How these mechanisms interact
* What mathematical form could capture these interactions
* What parameters would be needed to calibrate the model
* How the model variables map to observable behavior",,,,0.9999999999999677,,,,,,,,,0.9999999999999523,,,,,,,,,,,,,,,,,
8,,,,,"fair_perc_opp = 100 * token_opp / (token_opp + token_self)
proposed_perc_pred = bias + fairness_weight * fair_perc_opp","A linear fairness-weighted model predicts proposer generosity as a function of the fairness norm (opponent's proportional contribution), with a single additive bias term. The model has two learnable parameters: a fairness weight indicating adherence to proportional fairness, and an intercept reflecting global generosity or self-interest. Predictions are made only on proposer trials and directly regressed against the observed proposed percentage. The model is highly identifiable and optimized for strong parameter recovery.",v0,"Be VERY considerate of high covariance between learnable parameters as the model. Have an appropriate number or learnable parameters, with a slight bias for less learnable paramters.

First, reason step by step about:
* The key psychological mechanisms involved
* How these mechanisms interact
* What mathematical form could capture these interactions
* What parameters would be needed to calibrate the model
* How the model variables map to observable behavior",,,,0.9999999999997659,0.9999999999999557,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,proposed_perc_pred = intercept + fairness_weight × (100 × token_opp / (token_opp + token_self)) + ε,"A linear model predicts the percentage offer made by proposers as an intercept plus a weighted fairness term (opponent's proportion of total tokens), optionally perturbed by Gaussian noise for simulation and parameter recovery. The model learns a participant-specific intercept, a fairness weight, and a noise parameter, facilitating clear psychological interpretation and efficient parameter recovery.",v0,"Be VERY considerate of high covariance between learnable parameters as the model. Have an appropriate number or learnable parameters, with a slight bias for less learnable paramters.

First, reason step by step about:
* The key psychological mechanisms involved
* How these mechanisms interact
* What mathematical form could capture these interactions
* What parameters would be needed to calibrate the model
* How the model variables map to observable behavior",,,,,0.9999999999999679,,,,-0.0829420639014258,,,,,0.9999999999999831,,,,,,,,,,,,,,,,
11,,,,,predicted_proposed_perc = bias + fairness_weight * (token_opp / (token_self + token_opp)) * 100,"A linear model of proposer choice in which the participant's offer is the sum of (1) their idiosyncratic generosity/selfishness bias and (2) their weighting of the “proportional fair share” derived from both parties’ task contributions. Fairness_weight controls sensitivity to proportionality, while bias captures consistent personal deviation from fairness. Only two learnable parameters (bias and fairness_weight) promote parameter identifiability and minimize collinearity.",v0,"Be VERY considerate of high covariance between learnable parameters as the model. Have an appropriate number or learnable parameters, with a slight bias for less learnable paramters.

First, reason step by step about:
* The key psychological mechanisms involved
* How these mechanisms interact
* What mathematical form could capture these interactions
* What parameters would be needed to calibrate the model
* How the model variables map to observable behavior",,,,0.9999999999999667,0.9999999999999449,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,proposed_perc = bias + weight_egalitarian * 50 + (1 - weight_egalitarian) * 100 * token_opp / (token_opp + token_self),"A two-parameter norm-mixing model for proposer behavior that predicts the offered percentage as a weighted sum of the egalitarian (50/50) and proportional-to-contribution fairness norms, with an intercept capturing individual-level generosity or self-interest. This approach enables direct, interpretable parameter recovery and is robust to high parameter covariance.",v0,"Be VERY considerate of high covariance between learnable parameters as the model. Have an appropriate number or learnable parameters, with a slight bias for less learnable paramters.

First, reason step by step about:
* The key psychological mechanisms involved
* How these mechanisms interact
* What mathematical form could capture these interactions
* What parameters would be needed to calibrate the model
* How the model variables map to observable behavior",,,,0.9999999999999998,,,,,,,,,,,,,,,0.9999999999999991,,,,,,,,,,,
14,,,,,proposed_perc_pred = alpha * (100 * token_opp / (token_self + token_opp)) + (1 - alpha) * 0 + bias,"A two-parameter weighted fairness model predicting proposer behavior: the proposed offer is a weighted average between a fair (contribution-proportional) split and complete self-interest, plus an additive bias. The model captures individual and systematic deviations in fairness sensitivity with minimal collinearity and ensures interpretability and parameter recoverability.",v0,"Be VERY considerate of high covariance between learnable parameters as the model. Have an appropriate number or learnable parameters, with a slight bias for less learnable paramters.

First, reason step by step about:
* The key psychological mechanisms involved
* How these mechanisms interact
* What mathematical form could capture these interactions
* What parameters would be needed to calibrate the model
* How the model variables map to observable behavior",,,,0.9999999999995869,,,,,,,,,,,,,,,,0.9999999999998966,,,,,,,,,,
15,,,,,predicted_proposed_perc = weight_equity × (100 × (token_opp / (token_self + token_opp))) + (1 - weight_equity) × 50 + bias,"A two-parameter linear model that predicts proposer offers as a weighted combination of proportional fairness (based on relative contribution) and a fixed baseline, with an idiosyncratic bias term. The model balances equity-motivated and default behavior in generating trial-wise predictions of the proposed share (% of the pot), given proposer and opponent contributions.",v0,"Be VERY considerate of high covariance between learnable parameters as the model. Have an appropriate number or learnable parameters, with a slight bias for less learnable paramters.

First, reason step by step about:
* The key psychological mechanisms involved
* How these mechanisms interact
* What mathematical form could capture these interactions
* What parameters would be needed to calibrate the model
* How the model variables map to observable behavior",,,,0.9999999999997113,,,,,,,,,,,,,,,,,0.9999999999713665,,,,,,,,,
17,,,,,predicted_proposed_perc = alpha_fairness_weight * (100 * token_opp / (token_opp + token_self)) + beta_generosity_offset,"A linear model for proposer behavior where the predicted offer to the opponent is the sum of a scaled proportional fairness component and an individual generosity/stinginess offset. The model has two learnable parameters: one that weights the adherence to contribution-based fairness (scaling the fair share for opponent based on their contribution relative to the total), and one that shifts the overall generosity up or down. Both parameters are bounded to allow for full selfishness, perfect proportionality, or hyper-fair offers, and for substantial bias toward lower or higher offers. This approach provides parsimony, identifiability, and clear psychological interpretation.",v0,"Be VERY considerate of high covariance between learnable parameters as the model. Have an appropriate number or learnable parameters, with a slight bias for less learnable paramters.

First, reason step by step about:
* The key psychological mechanisms involved
* How these mechanisms interact
* What mathematical form could capture these interactions
* What parameters would be needed to calibrate the model
* How the model variables map to observable behavior",,,,,,,,,,,,,,,,,,,,,,,0.9999999999999127,0.9999999999999547,,,,,,
18,,,,,predicted_proposed_perc = bias + weight_fair * (token_opp / (token_self + token_opp)) * 100,"A generative linear model of proposer behavior in which the predicted offer (as a % of the joint pot) combines a baseline generosity/stinginess bias and a weighted proportional response to the opponent's relative contribution, with only two learnable parameters: one modulating bias and one adjusting the weight on fairness (proportionality). This yields good parameter recoverability and limits covariance, while capturing both normative and self-interested tendencies.",v0,"Be VERY considerate of high covariance between learnable parameters as the model. Have an appropriate number or learnable parameters, with a slight bias for less learnable paramters.

First, reason step by step about:
* The key psychological mechanisms involved
* How these mechanisms interact
* What mathematical form could capture these interactions
* What parameters would be needed to calibrate the model
* How the model variables map to observable behavior",,,,0.9999999999999749,,,,,,,,,,,,,,,,,,,,,0.9999999999999495,,,,,
20,,,,,predicted_proposed_perc = gamma * (100 * token_opp / (token_opp + token_self)) + psi,"A linear fairness-bias model for proposer behavior, predicting the proposed offer as a weighted sum of the fairness norm (opponent's share of contributions) and a participant-specific bias. The model includes two learnable parameters: sensitivity to the fairness norm and a stable bias for (un)generous behavior, providing clear psychological interpretation and strong parameter recoverability.",v0,"Be VERY considerate of high covariance between learnable parameters as the model. Have an appropriate number or learnable parameters, with a slight bias for less learnable paramters.

First, reason step by step about:
* The key psychological mechanisms involved
* How these mechanisms interact
* What mathematical form could capture these interactions
* What parameters would be needed to calibrate the model
* How the model variables map to observable behavior",,,,,,,,,,,,,,,,,,,,,,,,,,,0.999999999999902,0.9999999999999454,,
21,,,,,"fair_share_perc = 100 * token_opp / (token_self + token_opp)
proposed_perc_pred = bias + sensitivity * fair_share_perc","A parsimonious linear model of proposer behavior anchored to proportional fairness: the predicted offer is a weighted sum of the opponent’s share of contributions (scaled by a sensitivity parameter) plus a situational bias, with both parameters having generous but finite allowable ranges. The model predicts, for each proposer turn, the percentage of the pot offered to the opponent, directly from the participant’s and opponent’s token contributions.",v0,"Be VERY considerate of high covariance between learnable parameters as the model. Have an appropriate number or learnable parameters, with a slight bias for less learnable paramters.

First, reason step by step about:
* The key psychological mechanisms involved
* How these mechanisms interact
* What mathematical form could capture these interactions
* What parameters would be needed to calibrate the model
* How the model variables map to observable behavior",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
